split,stem,class_id,class_name,area_pixels,area_ratio,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,bbox_area_ratio
train,00001707,38,fried meat,20715,0.09965267087438423,239,136,273,193,52689,0.2534684806034483
train,00001707,74,potato,24454,0.1176397013546798,13,4,179,204,36516,0.17566579433497537
train,00001707,82,sauce,41830,0.20122960283251232,130,149,320,257,82240,0.395628078817734
train,00001708,42,green beans,19513,0.10082361937830688,375,13,137,219,30003,0.15502542162698413
train,00001708,73,pork,112983,0.5837828621031746,0,0,448,360,161280,0.8333333333333334
train,00001709,11,broccoli,11719,0.059605916341145836,168,263,172,120,20640,0.10498046875
train,00001709,12,cabbage,8826,0.044891357421875,46,0,141,89,12549,0.0638275146484375
train,00001709,23,cilantro mint,3879,0.0197296142578125,288,40,137,68,9316,0.047383626302083336
train,00001709,27,cucumber,28540,0.14516194661458334,84,136,234,244,57096,0.2904052734375
train,00001709,52,lettuce,6628,0.033711751302083336,134,93,126,84,10584,0.0538330078125
train,00001709,60,onion,19754,0.10047403971354167,293,129,198,189,37422,0.190338134765625
train,00001709,77,rape,10088,0.051310221354166664,114,4,211,102,21522,0.109466552734375
train,00001709,96,tomato,20328,0.1033935546875,235,97,226,275,62150,0.3161112467447917
train,00001710,0,almond,4705,0.023930867513020832,417,165,95,81,7695,0.0391387939453125
train,00001710,1,apple,15164,0.07712809244791667,0,186,182,117,21294,0.108306884765625
train,00001710,1,apple,7927,0.040318806966145836,295,322,215,62,13330,0.06779988606770833
train,00001710,34,fig,18074,0.09192911783854167,189,213,266,123,32718,0.166412353515625
train,00001710,41,grape,31923,0.1623687744140625,15,0,237,200,47400,0.2410888671875
train,00001710,41,grape,791,0.004023234049479167,483,149,29,40,1160,0.005900065104166667
train,00001710,82,sauce,7576,0.038533528645833336,241,156,162,69,11178,0.056854248046875
train,00001710,89,soup,1881,0.0095672607421875,0,47,75,30,2250,0.011444091796875
train,00001710,95,tofu,24366,0.123931884765625,238,0,274,164,44936,0.22855631510416666
train,00001710,97,walnut,8199,0.0417022705078125,392,214,120,131,15720,0.0799560546875
train,00001711,10,bread,3135,0.011444947429906541,116,185,48,83,3984,0.014544392523364485
train,00001711,10,bread,12450,0.04545122663551402,259,212,204,124,25296,0.09234813084112149
train,00001711,20,cherry,4012,0.01464661214953271,320,109,93,63,5859,0.021389456775700935
train,00001711,20,cherry,5416,0.019772196261682244,410,240,82,89,7298,0.026642815420560746
train,00001711,41,grape,4449,0.016241968457943925,468,179,92,63,5796,0.02115946261682243
train,00001711,45,ice cream,26590,0.0970721378504673,138,158,302,180,54360,0.19845210280373832
train,00001711,65,peach,12885,0.047039281542056076,125,90,220,89,19580,0.07148072429906542
train,00001711,93,strawberry,6745,0.024623977803738317,327,157,145,81,11745,0.04287748247663552
train,00001711,93,strawberry,6970,0.025445385514018693,467,236,120,89,10680,0.038989485981308414
train,00001712,3,asparagus,26846,0.1281994957212714,367,40,145,357,51765,0.2471968597188264
train,00001712,15,carrot,4600,0.021966687041564792,441,42,71,234,16614,0.07933794315403422
train,00001712,15,carrot,11324,0.054076253056234716,392,63,84,244,20496,0.09787591687041565
train,00001712,92,steak,93738,0.4476333282396088,4,19,379,359,136061,0.6497411751222494
train,00001713,3,asparagus,43163,0.1816869275323276,82,139,360,325,117000,0.49249057112068967
train,00001713,3,asparagus,2153,0.009062668372844827,52,192,80,62,4960,0.02087823275862069
train,00001713,10,bread,35366,0.14886685075431033,0,5,327,178,58206,0.24500774515086207
train,00001713,30,egg,47513,0.1999974744073276,167,57,325,257,83525,0.3515835466056034
train,00001713,68,pepper,36533,0.15377912850215517,0,146,174,318,55332,0.23291015625
train,00001714,12,cabbage,8836,0.050609420821114366,236,0,158,83,13114,0.07511226173020528
train,00001714,12,cabbage,5673,0.03249289772727273,263,88,107,118,12626,0.07231717375366568
train,00001714,15,carrot,50405,0.28870165872434017,327,0,185,341,63085,0.361328125
train,00001714,52,lettuce,7582,0.043426961143695014,15,0,252,93,23436,0.13423295454545456
train,00001714,52,lettuce,3837,0.02197695197947214,215,60,163,98,15974,0.09149331011730205
train,00001714,52,lettuce,3998,0.022899101906158358,229,240,122,101,12322,0.07057597140762463
train,00001714,92,steak,7155,0.04098125916422287,0,0,136,63,8568,0.04907441348973607
train,00001714,92,steak,946,0.005418346774193549,241,0,124,10,1240,0.007102272727272727
train,00001714,92,steak,79839,0.45728899376832843,0,29,339,312,105768,0.6058009530791789
train,00001715,3,asparagus,490108,0.12705999228475076,165,491,1744,1235,2153840,0.5583807931773969
train,00001715,35,fish,456688,0.11839589183718335,672,472,877,715,627055,0.16256336044731853
train,00001715,51,lemon,73333,0.019011504432120324,177,686,369,460,169740,0.044004919508381
train,00001715,51,lemon,120698,0.03129083171216313,313,1080,559,392,219128,0.056808707446874704
train,00001715,52,lettuce,410305,0.1063711470418656,450,244,1472,685,1008320,0.26140591751320097
train,00001716,27,cucumber,53516,0.039967139656460045,336,343,320,238,76160,0.05687826736370426
train,00001716,30,egg,47355,0.035365944734876774,87,413,268,239,64052,0.04783569828230022
train,00001716,44,hanamaki baozi,63845,0.04768110530246453,449,490,532,235,125020,0.0933681852128454
train,00001716,82,sauce,210450,0.1571695294996266,28,639,972,631,613332,0.4580522778192681
train,00001716,92,steak,308081,0.23008289768483944,90,574,749,516,386484,0.28863629574309185
train,00001717,3,asparagus,2075,0.011919806985294117,200,18,103,63,6489,0.03727596507352941
train,00001717,3,asparagus,903,0.005187270220588235,326,80,82,39,3198,0.018370863970588236
train,00001717,11,broccoli,2442,0.014028033088235295,220,0,56,59,3304,0.018979779411764704
train,00001717,11,broccoli,10030,0.0576171875,301,15,166,114,18924,0.10870863970588235
train,00001717,27,cucumber,3182,0.018278952205882354,271,0,88,53,4664,0.026792279411764704
train,00001717,35,fish,70842,0.4069508272058823,106,70,373,255,95115,0.54638671875
train,00001717,36,french beans,5570,0.031996783088235295,354,0,158,113,17854,0.10256204044117648
train,00001717,37,french fries,13318,0.07650505514705883,7,22,216,145,31320,0.17991727941176472
train,00001717,42,green beans,6711,0.03855124080882353,421,104,91,123,11193,0.06429802389705883
train,00001717,51,lemon,11593,0.06659581801470588,39,106,96,159,15264,0.08768382352941176
train,00001718,15,carrot,6707,0.034113566080729164,0,144,90,122,10980,0.05584716796875
train,00001718,15,carrot,2717,0.013819376627604166,466,151,46,79,3634,0.018483479817708332
train,00001718,15,carrot,41396,0.21055094401041666,176,196,336,188,63168,0.3212890625
train,00001718,52,lettuce,28966,0.14732869466145834,7,0,212,206,43672,0.22212727864583334
train,00001718,74,potato,10863,0.0552520751953125,163,19,135,120,16200,0.0823974609375
train,00001718,76,pumpkin,10068,0.05120849609375,260,9,171,99,16929,0.0861053466796875
train,00001718,92,steak,61845,0.3145599365234375,37,58,469,319,149611,0.7609608968098959
train,00001719,36,french beans,1053261,0.10988390871942792,1931,775,1262,1467,1851354,0.19314682110450093
train,00001719,46,juice,193157,0.02015155422684267,2516,0,657,360,236520,0.024675500270416442
train,00001719,74,potato,928815,0.0969007897161629,891,1373,1328,949,1260272,0.13148081378656465
train,00001719,74,potato,36728,0.0038317342040075047,2422,2079,266,187,49742,0.005189450086466492
train,00001719,92,steak,1247934,0.13019362317969674,626,214,1984,1340,2658560,0.27736046845475365
train,00001720,30,egg,46537,0.23669942220052084,115,68,238,246,58548,0.29779052734375
train,00001720,30,egg,28221,0.1435394287109375,342,171,170,213,36210,0.184173583984375
train,00001720,30,egg,9721,0.049443562825520836,0,225,136,109,14824,0.07539876302083333
train,00001720,96,tomato,26491,0.13474019368489584,298,40,214,176,37664,0.19156901041666666
train,00001720,96,tomato,22686,0.115386962890625,0,62,206,193,39758,0.20221964518229166
train,00001721,9,blueberry,900,0.004565746753246753,479,89,33,43,1419,0.007198660714285714
train,00001721,9,blueberry,4329,0.021961241883116885,391,135,84,120,10080,0.05113636363636364
train,00001721,10,bread,85147,0.43195515422077924,13,20,401,361,144761,0.7343800730519481
train,00001721,93,strawberry,18134,0.09199472402597403,300,43,212,169,35828,0.1817573051948052
train,00001722,8,biscuit,7881,0.045139525293255135,24,0,151,120,18120,0.10378482404692083
train,00001722,10,bread,43645,0.24998281708211142,88,59,378,282,106596,0.6105434384164223
train,00001722,15,carrot,8074,0.04624495967741935,148,0,134,109,14606,0.08365789956011731
train,00001722,23,cilantro mint,3275,0.01875801869501466,71,53,93,65,6045,0.034623579545454544
train,00001722,23,cilantro mint,12599,0.07216252749266862,228,196,173,145,25085,0.14367783174486803
train,00001722,23,cilantro mint,4302,0.024640304252199412,42,244,88,97,8536,0.04889112903225806
train,00001722,35,fish,7249,0.041519657258064516,170,153,313,63,19719,0.11294331928152493
train,00001722,35,fish,3541,0.020281570747800588,74,222,81,119,9639,0.05520871517595308
train,00001722,73,pork,6438,0.0368745417888563,55,80,143,95,13585,0.07780997983870967
train,00001722,96,tomato,6151,0.03523070931085044,0,119,77,123,9471,0.05424647177419355
train,00001723,10,bread,89730,0.456390380859375,75,20,437,362,158194,0.8046162923177084
train,00001723,10,bread,1048,0.005330403645833333,460,31,52,27,1404,0.00714111328125
train,00001723,23,cilantro mint,5721,0.0290985107421875,176,0,336,30,10080,0.05126953125
train,00001723,23,cilantro mint,18618,0.094696044921875,38,9,200,234,46800,0.238037109375
train,00001723,23,cilantro mint,706,0.0035909016927083335,460,15,52,27,1404,0.00714111328125
train,00001723,23,cilantro mint,2199,0.0111846923828125,148,252,74,60,4440,0.0225830078125
train,00001723,60,onion,1795,0.009129842122395834,172,8,168,31,5208,0.0264892578125
train,00001723,60,onion,2678,0.013621012369791666,430,10,82,67,5494,0.027943929036458332
train,00001723,60,onion,1166,0.005930582682291667,157,92,103,55,5665,0.028813680013020832
train,00001723,60,onion,4854,0.024688720703125,199,300,155,80,12400,0.06306966145833333
train,00001723,96,tomato,12379,0.06296284993489583,403,119,109,196,21364,0.10866292317708333
train,00001723,96,tomato,6755,0.034357706705729164,58,207,110,99,10890,0.055389404296875
train,00001724,10,bread,30072,0.4588623046875,0,8,256,169,43264,0.66015625
train,00001724,10,bread,5896,0.0899658203125,86,173,170,71,12070,0.184173583984375
train,00001724,19,cheese butter,708,0.01080322265625,155,72,53,24,1272,0.0194091796875
train,00001724,19,cheese butter,982,0.014984130859375,66,82,59,26,1534,0.023406982421875
train,00001724,19,cheese butter,5254,0.080169677734375,104,154,152,56,8512,0.1298828125
train,00001724,52,lettuce,1650,0.025177001953125,31,116,59,47,2773,0.0423126220703125
train,00001724,96,tomato,3726,0.056854248046875,3,79,170,54,9180,0.14007568359375
train,00001725,11,broccoli,18592,0.09456380208333333,200,1,247,124,30628,0.15578206380208334
train,00001725,15,carrot,54593,0.2776743570963542,70,74,374,243,90882,0.462249755859375
train,00001725,23,cilantro mint,6498,0.033050537109375,183,84,144,99,14256,0.072509765625
train,00001725,69,pie,19828,0.10085042317708333,12,1,238,118,28084,0.14284261067708334
train,00001726,15,carrot,53130,0.270233154296875,204,85,308,299,92092,0.4684041341145833
train,00001726,52,lettuce,58203,0.2960357666015625,0,47,304,330,100320,0.51025390625
train,00001727,23,cilantro mint,16873,0.07179755582788672,83,254,154,179,27566,0.11729813453159041
train,00001727,35,fish,84590,0.3599451933551198,40,31,408,378,154224,0.65625
train,00001727,51,lemon,12683,0.05396837554466231,249,42,160,137,21920,0.09327342047930283
train,00001728,10,bread,21437,0.10903422037760417,37,42,229,116,26564,0.13511149088541666
train,00001728,10,bread,8264,0.042032877604166664,46,177,226,95,21470,0.10920206705729167
train,00001728,37,french fries,40573,0.20636494954427084,253,89,259,244,63196,0.3214314778645833
train,00001728,62,other ingredients,4566,0.023223876953125,82,139,188,49,9212,0.046854654947916664
train,00001728,92,steak,9817,0.049931844075520836,55,148,208,87,18096,0.092041015625
train,00001729,10,bread,22069,0.11224873860677083,54,68,220,152,33440,0.17008463541666666
train,00001729,10,bread,9318,0.047393798828125,71,231,184,76,13984,0.07112630208333333
train,00001729,52,lettuce,1409,0.007166544596354167,27,114,91,48,4368,0.022216796875
train,00001729,52,lettuce,13561,0.06897481282552083,62,128,271,127,34417,0.17505391438802084
train,00001729,89,soup,6145,0.031255086263020836,285,125,183,49,8967,0.0456085205078125
train,00001730,21,chicken duck,39944,0.14536931900893818,127,73,367,172,63124,0.22972894284799256
train,00001730,25,corn,4538,0.016515270620432645,213,52,204,45,9180,0.03340903135645035
train,00001730,25,corn,61815,0.22496506245086906,76,142,481,250,120250,0.4376291961452237
train,00001730,51,lemon,10955,0.03986883861763764,474,109,139,147,20433,0.07436238972836055
train,00001730,60,onion,1243,0.004523684746848342,333,323,58,43,2494,0.009076484117972457
train,00001730,68,pepper,1510,0.0054953853320522895,440,179,55,71,3905,0.014211575974612048
train,00001730,68,pepper,2816,0.01024834774507235,161,241,65,56,3640,0.013247154045477043
train,00001731,15,carrot,47274,0.024621875,305,569,299,393,117507,0.0612015625
train,00001731,21,chicken duck,434887,0.22650364583333332,738,173,666,944,628704,0.32745
train,00001731,23,cilantro mint,194572,0.10133958333333333,223,0,633,545,344985,0.1796796875
train,00001731,39,garlic,36476,0.018997916666666666,363,21,278,359,99802,0.05198020833333333
train,00001732,74,potato,29089,0.16279212929799428,307,0,205,244,50020,0.2799292621776504
train,00001732,88,snow peas,23148,0.1295442335243553,19,0,380,133,50540,0.2828393624641834
train,00001732,92,steak,70204,0.39288592406876793,95,59,390,263,102570,0.5740172815186246
train,00001733,21,chicken duck,526289,0.06586621832147892,1236,228,1432,651,932232,0.11667087178008459
train,00001733,21,chicken duck,1012824,0.12675713667820068,1643,973,1530,1155,1767150,0.2211626838235294
train,00001733,77,rape,1091149,0.13655968157279252,608,508,1391,1337,1859767,0.2327539037469563
train,00001734,17,cauliflower,29489,0.14998881022135416,318,0,194,216,41904,0.213134765625
train,00001734,36,french beans,23372,0.11887613932291667,31,0,311,115,35765,0.18191019694010416
train,00001734,83,sausage,85327,0.4339955647786458,76,61,371,323,119833,0.6095021565755209
train,00001734,92,steak,4637,0.023585001627604168,331,76,76,119,9044,0.046000162760416664
train,00001734,92,steak,12617,0.06417338053385417,0,110,93,172,15996,0.08135986328125
train,00001734,92,steak,8320,0.042317708333333336,396,214,102,161,16422,0.083526611328125
train,00001734,92,steak,3827,0.019465128580729168,88,289,53,95,5035,0.025609334309895832
train,00001735,15,carrot,13555,0.06858707091968912,34,26,196,121,23716,0.12000080958549222
train,00001735,23,cilantro mint,1234,0.00624392810880829,73,83,52,37,1924,0.00973526554404145
train,00001735,23,cilantro mint,31462,0.15919486722797926,0,90,324,253,81972,0.4147708873056995
train,00001735,35,fish,58361,0.2953013681994819,95,166,394,220,86680,0.43859294041450775
train,00001735,80,rice,1871,0.009467090349740933,322,36,118,45,5310,0.02686811852331606
train,00001735,80,rice,9766,0.04941507448186529,251,131,226,123,27798,0.14065535945595856
train,00001735,86,shiitake,609,0.0030814847797927462,81,115,44,21,924,0.0046753562176165804
train,00001735,86,shiitake,1605,0.008121154468911916,39,252,61,71,4331,0.021914467292746116
train,00001735,96,tomato,22724,0.11498137953367876,210,34,286,131,37466,0.1895745628238342
train,00001735,96,tomato,4437,0.02245081768134715,15,82,78,89,6942,0.03512589054404145
train,00001736,21,chicken duck,1092,0.00555419921875,282,90,65,43,2795,0.014216105143229166
train,00001736,21,chicken duck,972,0.00494384765625,214,110,64,35,2240,0.011393229166666666
train,00001736,21,chicken duck,1000,0.005086263020833333,128,133,56,39,2184,0.0111083984375
train,00001736,21,chicken duck,24873,0.1265106201171875,8,133,426,169,71994,0.366180419921875
train,00001736,51,lemon,20253,0.1030120849609375,46,110,334,131,43754,0.22254435221354166
train,00001736,51,lemon,2793,0.0142059326171875,310,189,86,83,7138,0.036305745442708336
train,00001736,51,lemon,7862,0.039988199869791664,0,230,129,116,14964,0.07611083984375
train,00001736,51,lemon,8081,0.041102091471354164,131,265,165,84,13860,0.07049560546875
train,00001736,69,pie,15697,0.07983907063802083,385,10,127,174,22098,0.112396240234375
train,00001737,8,biscuit,23326,0.11864217122395833,80,0,333,108,35964,0.18292236328125
train,00001737,8,biscuit,15049,0.07654317220052083,345,197,146,170,24820,0.12624104817708334
train,00001737,8,biscuit,16112,0.08194986979166667,65,223,143,161,23023,0.11710103352864583
train,00001737,10,bread,46819,0.23813374837239584,145,48,252,251,63252,0.32171630859375
train,00001737,15,carrot,10391,0.052851359049479164,374,68,123,140,17220,0.08758544921875
train,00001737,15,carrot,12379,0.06296284993489583,37,94,141,143,20163,0.1025543212890625
train,00001737,15,carrot,14049,0.0714569091796875,204,283,190,101,19190,0.09760538736979167
train,00001738,45,ice cream,12059,0.04886459413900415,23,95,171,139,23769,0.0963149961099585
train,00001738,45,ice cream,10947,0.04435862940871369,320,152,140,121,16940,0.06864302385892117
train,00001738,69,pie,95293,0.38613929590248963,17,69,487,401,195287,0.7913276387448133
train,00001738,69,pie,2279,0.009234796421161826,115,74,94,51,4794,0.01942589470954357
train,00001738,93,strawberry,18648,0.0755640560165975,184,13,126,207,26082,0.1056875648340249
train,00001738,93,strawberry,12271,0.04972364496887967,167,228,130,122,15860,0.06426672717842323
train,00001739,56,milkshake,44942,0.24033155080213903,174,19,319,282,89958,0.48105882352941176
train,00001739,56,milkshake,1015,0.005427807486631016,455,76,45,49,2205,0.01179144385026738
train,00001739,56,milkshake,6876,0.03677005347593583,376,125,124,82,10168,0.05437433155080214
train,00001739,56,milkshake,29847,0.1596096256684492,265,214,235,160,37600,0.20106951871657755
train,00001739,65,peach,43422,0.23220320855614973,0,0,247,374,92378,0.494
train,00001739,78,raspberry,2775,0.014839572192513369,56,7,70,53,3710,0.01983957219251337
train,00001739,78,raspberry,3471,0.01856149732620321,8,59,65,66,4290,0.022941176470588236
train,00001739,78,raspberry,3287,0.01757754010695187,87,58,63,66,4158,0.022235294117647058
train,00001739,78,raspberry,4178,0.022342245989304812,50,309,78,65,5070,0.02711229946524064
train,00001739,91,spring onion,10315,0.05516042780748663,193,54,307,258,79206,0.4235614973262032
train,00001740,41,grape,16004,0.06636478237791932,315,144,173,209,36157,0.14993448115711253
train,00001740,45,ice cream,27699,0.11486116640127389,170,233,195,195,38025,0.15768063296178345
train,00001740,49,kiwi,19138,0.07936073513800425,109,5,185,194,35890,0.1488272956475584
train,00001740,54,melon,24783,0.10276920780254777,246,14,203,191,38773,0.16078241109341826
train,00001740,61,orange,14079,0.05838226512738853,35,209,114,188,21432,0.0888734076433121
train,00001740,93,strawberry,19535,0.08100699973460722,9,64,226,186,42036,0.17431329617834396
train,00001741,10,bread,31357,0.15948994954427084,0,19,275,232,63800,0.3245035807291667
train,00001741,10,bread,2049,0.0104217529296875,259,135,62,80,4960,0.025227864583333332
train,00001741,21,chicken duck,18340,0.09328206380208333,129,60,188,152,28576,0.14534505208333334
train,00001741,23,cilantro mint,32391,0.1647491455078125,176,134,336,215,72240,0.367431640625
train,00001741,89,soup,9006,0.045806884765625,319,43,131,89,11659,0.059300740559895836
train,00001741,96,tomato,4290,0.021820068359375,339,157,75,76,5700,0.02899169921875
train,00001742,15,carrot,8746,0.1396499968065402,54,54,216,116,25056,0.4000766430350642
train,00001742,74,potato,5425,0.08662259692150476,45,26,136,107,14552,0.23235613463626492
train,00001742,74,potato,351,0.0056045219390687875,184,55,24,25,600,0.009580379383023568
train,00001742,74,potato,512,0.008175257073513444,210,58,28,25,700,0.011177109280194162
train,00001742,92,steak,7044,0.11247365395669669,73,63,144,66,9504,0.1517532094270933
train,00001743,23,cilantro mint,68710,0.3289196537990196,226,37,286,371,106106,0.5079369638480392
train,00001743,27,cucumber,18418,0.08816827512254902,0,0,158,163,25754,0.12328622855392157
train,00001743,27,cucumber,2493,0.011934168198529412,404,103,65,53,3445,0.016491459865196078
train,00001743,27,cucumber,5293,0.025337967218137254,399,284,113,66,7458,0.03570197610294118
train,00001743,45,ice cream,22459,0.1075128293504902,59,76,219,142,31098,0.14886833639705882
train,00001743,96,tomato,20798,0.09956150428921569,118,236,216,172,37152,0.17784926470588236
train,00001744,48,king oyster mushroom,65150,0.08686666666666666,631,410,369,340,125460,0.16728
train,00001744,52,lettuce,92399,0.12319866666666666,213,8,499,338,168662,0.22488266666666668
train,00001744,73,pork,270956,0.3612746666666667,0,217,734,533,391222,0.5216293333333333
train,00001744,96,tomato,31500,0.042,576,109,212,282,59784,0.079712
train,00001745,15,carrot,34657,0.16002234781323876,194,178,234,231,54054,0.2495844414893617
train,00001745,48,king oyster mushroom,17348,0.08010121158392434,80,233,172,182,31304,0.14454048463356975
train,00001745,69,pie,26300,0.12143543144208038,421,88,91,322,29302,0.13529661643026006
train,00001745,73,pork,71733,0.331213984929078,14,0,411,277,113847,0.5256676640070922
train,00001746,10,bread,57336,0.24885416666666665,0,0,362,199,72038,0.31266493055555555
train,00001746,51,lemon,10048,0.043611111111111114,363,0,149,81,12069,0.0523828125
train,00001746,82,sauce,85424,0.3707638888888889,37,108,475,241,114475,0.4968532986111111
train,00001747,11,broccoli,1609,0.0245513916015625,121,13,86,45,3870,0.059051513671875
train,00001747,11,broccoli,9762,0.148956298828125,0,33,104,149,15496,0.2364501953125
train,00001747,11,broccoli,1449,0.0221099853515625,221,87,35,74,2590,0.039520263671875
train,00001747,15,carrot,4283,0.0653533935546875,63,76,54,130,7020,0.10711669921875
train,00001747,17,cauliflower,19139,0.2920379638671875,94,29,162,183,29646,0.452362060546875
train,00001747,68,pepper,2505,0.0382232666015625,159,188,97,35,3395,0.0518035888671875
train,00001747,96,tomato,3154,0.048126220703125,67,34,143,71,10153,0.1549224853515625
train,00001748,12,cabbage,340428,0.0428385854312216,0,1028,703,1442,1013726,0.12756467697971538
train,00001748,12,cabbage,214970,0.02705127283933668,632,1635,694,1184,821696,0.10340011483924079
train,00001748,12,cabbage,24285,0.0030559620454169946,1367,1914,318,603,191754,0.02412983100913693
train,00001748,12,cabbage,49164,0.0061866715256693895,1611,2491,413,328,135464,0.017046441940307504
train,00001748,21,chicken duck,557381,0.07013939389897343,553,1220,559,1449,809991,0.10192718769319978
train,00001748,21,chicken duck,339169,0.04268015610385162,1114,1987,610,832,507520,0.06386501368293321
train,00001748,80,rice,509995,0.0641764613280807,2187,142,632,984,621888,0.07825678914969256
train,00001748,82,sauce,167129,0.021031084236709775,1135,0,525,404,212100,0.026690119408397963
train,00001748,91,spring onion,31296,0.0039382082838530065,143,1531,197,251,49447,0.0062222835190337295
train,00001749,10,bread,57930,0.3318021444281525,183,0,329,334,109886,0.6293873717008798
train,00001749,89,soup,25724,0.14733779325513197,77,123,255,132,33660,0.1927923387096774
train,00001750,45,ice cream,12997,0.06576364151554404,182,60,151,126,19026,0.09626983484455959
train,00001750,93,strawberry,54526,0.2758966159326425,91,90,393,221,86853,0.43946830472797926
train,00001751,15,carrot,15220,0.07741292317708333,0,11,375,82,30750,0.156402587890625
train,00001751,23,cilantro mint,5636,0.028666178385416668,80,34,162,83,13446,0.068389892578125
train,00001751,35,fish,102997,0.5238698323567709,58,28,454,352,159808,0.8128255208333334
train,00001751,74,potato,17533,0.08917744954427083,0,77,146,199,29054,0.14777628580729166
train,00001752,4,avocado,1202,0.006113688151041667,380,326,52,49,2548,0.012959798177083334
train,00001752,13,cake,7335,0.0373077392578125,127,43,113,96,10848,0.05517578125
train,00001752,20,cherry,4420,0.022481282552083332,276,168,78,84,6552,0.0333251953125
train,00001752,20,cherry,520,0.0026448567708333335,407,311,26,27,702,0.003570556640625
train,00001752,61,orange,7808,0.039713541666666664,190,265,128,90,11520,0.05859375
train,00001752,67,pear,3813,0.0193939208984375,271,89,83,65,5395,0.027440388997395832
train,00001752,70,pineapple,3428,0.017435709635416668,61,209,62,81,5022,0.025543212890625
train,00001752,82,sauce,8142,0.041412353515625,138,154,102,102,10404,0.05291748046875
train,00001752,82,sauce,1175,0.005976359049479167,368,305,35,48,1680,0.008544921875
train,00001753,45,ice cream,12120,0.1849365234375,9,5,195,97,18915,0.2886199951171875
train,00001753,93,strawberry,5424,0.082763671875,187,95,69,113,7797,0.1189727783203125
train,00001754,46,juice,40424,0.04898287586577936,72,314,482,213,102666,0.12440322416475617
train,00001754,51,lemon,39125,0.04740884173383676,489,102,275,240,66000,0.07997402056059365
train,00001754,51,lemon,35516,0.043035716882273395,197,324,282,165,46530,0.05638168449521852
train,00001755,10,bread,105650,0.471904591745578,27,0,359,448,160832,0.7183848490262641
train,00001755,11,broccoli,3821,0.017067178845810254,100,0,91,59,5369,0.023981597284259425
train,00001755,11,broccoli,6157,0.027501340003573342,55,82,109,88,9592,0.04284438091834911
train,00001755,11,broccoli,2754,0.012301232803287475,348,187,38,105,3990,0.01782204752546007
train,00001755,15,carrot,4315,0.01927371806324817,66,35,118,68,8024,0.035840628908343754
train,00001755,15,carrot,5668,0.025317134179024477,18,141,106,92,9752,0.04355904949079864
train,00001755,15,carrot,1461,0.006525817402179739,348,265,38,59,2242,0.01001429337144899
train,00001756,11,broccoli,42761,0.004461140990458639,2252,583,387,231,89397,0.009326550387596898
train,00001756,11,broccoli,404285,0.042177974914701974,992,615,583,1167,680361,0.07098024708050397
train,00001756,11,broccoli,1012204,0.10560054150057756,1850,735,1699,1447,2458453,0.2564838392791566
train,00001756,21,chicken duck,1121825,0.11703700782538443,1302,651,1975,1131,2233725,0.23303856689301525
train,00001756,80,rice,13540,0.0014125920584366592,2721,936,207,171,35397,0.003692874526771228
train,00001756,80,rice,98282,0.010253498721364234,1709,1145,637,376,239512,0.024987647644038487
train,00001756,80,rice,120323,0.012552977418557912,2650,1656,463,488,225944,0.02357213442034066
train,00001756,80,rice,100211,0.010454746142392618,969,1663,618,326,201468,0.021018618672756045
train,00001757,15,carrot,7905,0.1206207275390625,54,0,137,101,13837,0.2111358642578125
train,00001757,35,fish,12584,0.1920166015625,0,68,106,170,18020,0.27496337890625
train,00001757,51,lemon,3141,0.0479278564453125,0,25,75,65,4875,0.0743865966796875
train,00001757,80,rice,14398,0.219696044921875,91,74,129,166,21414,0.326751708984375
train,00001758,21,chicken duck,2800426,0.3504794329905165,0,639,2293,2402,5507786,0.6893114527265154
train,00001758,42,green beans,1000142,0.12516995666730746,1339,503,1109,1268,1406212,0.17599050445341535
train,00001758,42,green beans,13994,0.0017513796776880686,1055,756,233,143,33319,0.004169945653915161
train,00001758,42,green beans,58380,0.007306384563629373,1865,1714,381,287,109347,0.013685015979430988
train,00001758,51,lemon,1009403,0.1263289910531206,288,1180,1211,1082,1310302,0.16398715838459565
train,00001759,11,broccoli,11205,0.0569915771484375,121,54,200,137,27400,0.13936360677083334
train,00001759,11,broccoli,9512,0.048380533854166664,318,98,115,120,13800,0.0701904296875
train,00001759,11,broccoli,10378,0.052785237630208336,78,178,236,146,34456,0.17525227864583334
train,00001759,15,carrot,881,0.004480997721354167,224,15,27,52,1404,0.00714111328125
train,00001759,15,carrot,13505,0.06868998209635417,132,38,217,204,44268,0.22515869140625
train,00001759,15,carrot,5154,0.026214599609375,191,254,136,104,14144,0.07194010416666667
train,00001759,17,cauliflower,4765,0.024236043294270832,344,194,92,86,7912,0.040242513020833336
train,00001759,68,pepper,11247,0.0572052001953125,410,116,102,210,21420,0.10894775390625
train,00001759,96,tomato,3906,0.019866943359375,243,0,78,66,5148,0.02618408203125
train,00001759,96,tomato,3944,0.020060221354166668,136,11,74,69,5106,0.025970458984375
train,00001759,96,tomato,2817,0.0143280029296875,339,57,70,64,4480,0.022786458333333332
train,00001759,96,tomato,3478,0.017690022786458332,91,69,71,75,5325,0.0270843505859375
train,00001759,96,tomato,3727,0.018956502278645832,63,155,81,64,5184,0.0263671875
train,00001759,96,tomato,5773,0.029362996419270832,205,156,86,87,7482,0.038055419921875
train,00001759,96,tomato,14473,0.07361348470052083,249,194,155,165,25575,0.1300811767578125
