class_id_a,class_a,class_id_b,class_b,texture_similarity,texture_distance
41,grape,46,juice,0.012342329592573087,0.9876576704074269
1,apple,94,tea,0.012108779592401309,0.9878912204075987
6,banana,101,wine,0.012096025674964372,0.9879039743250356
37,french fries,101,wine,0.011551441005155816,0.9884485589948442
18,celery stick,101,wine,0.0112530777245472,0.9887469222754528
2,apricot,19,cheese butter,0.010550533630737546,0.9894494663692625
6,banana,26,crab,0.00995141992355486,0.9900485800764451
27,cucumber,52,lettuce,0.00991689750715763,0.9900831024928424
1,apple,66,peanut,0.009851417832185239,0.9901485821678148
1,apple,101,wine,0.009624886307667668,0.9903751136923323
2,apricot,92,steak,0.00894002414291084,0.9910599758570892
16,cashew,53,mango,0.008514794845586038,0.991485205154414
57,noodles,80,rice,0.008513151582372536,0.9914868484176275
45,ice cream,100,white radish,0.008026172172163726,0.9919738278278363
10,bread,55,milk,0.007758693927404692,0.9922413060725953
48,king oyster mushroom,100,white radish,0.007738619738485886,0.9922613802615141
55,milk,68,pepper,0.007442424704015016,0.992557575295985
32,eggplant,67,pear,0.007198124586529908,0.9928018754134701
79,red beans,99,white button mushroom,0.0067025477633847474,0.9932974522366153
53,mango,82,sauce,0.006091536307799461,0.9939084636922005
29,dried cranberries,82,sauce,0.005109501492404633,0.9948904985075954
42,green beans,60,onion,0.004352701323324881,0.9956472986766751
18,celery stick,80,rice,0.0042737791174736195,0.9957262208825264
17,cauliflower,37,french fries,0.004111693363107349,0.9958883066368927
9,blueberry,36,french beans,0.0035344092765124957,0.9964655907234875
69,pie,74,potato,0.002616036883197781,0.9973839631168022
32,eggplant,42,green beans,0.002570139933511517,0.9974298600664885
23,cilantro mint,71,pizza,0.002300797139466737,0.9976992028605333
75,pudding,95,tofu,0.0022159363360019224,0.9977840636639981
10,bread,85,shellfish,0.0012615472462528254,0.9987384527537472
59,olives,101,wine,0.0008350380970302274,0.9991649619029698
1,apple,2,apricot,0.00027831209097584075,0.9997216879090242
61,orange,100,white radish,0.00012718790749799425,0.999872812092502
3,asparagus,32,eggplant,-0.0004232044409187008,1.0004232044409187
4,avocado,61,orange,-0.0008092920684417138,1.0008092920684417
8,biscuit,49,kiwi,-0.0009422591111236667,1.0009422591111237
16,cashew,85,shellfish,-0.0010585962428801832,1.0010585962428802
1,apple,57,noodles,-0.0010723359777495833,1.0010723359777496
17,cauliflower,57,noodles,-0.0010979801374164655,1.0010979801374165
14,candy,75,pudding,-0.0016305466027490834,1.001630546602749
12,cabbage,85,shellfish,-0.0026853068800494206,1.0026853068800494
41,grape,89,soup,-0.0030020069647276326,1.0030020069647276
28,date,80,rice,-0.0031063388779037915,1.0031063388779038
3,asparagus,98,watermelon,-0.004341297862301197,1.0043412978623012
12,cabbage,53,mango,-0.0058456244251974265,1.0058456244251974
35,fish,43,hamburg,-0.005893207358206309,1.0058932073582063
0,almond,1,apple,-0.005977054630450285,1.0059770546304503
27,cucumber,51,lemon,-0.006808965557032476,1.0068089655570325
1,apple,39,garlic,-0.006834986648242003,1.006834986648242
2,apricot,13,cake,-0.006926099707365019,1.006926099707365
17,cauliflower,91,spring onion,-0.007732981062257505,1.0077329810622575
20,cherry,36,french beans,-0.007855802040474424,1.0078558020404744
34,fig,78,raspberry,-0.008024048854003096,1.008024048854003
42,green beans,50,lamb,-0.008289045982769805,1.0082890459827698
62,other ingredients,88,snow peas,-0.0097966311593638,1.0097966311593638
68,pepper,82,sauce,-0.00990825910652915,1.0099082591065291
55,milk,83,sausage,-0.009924702628310245,1.0099247026283102
54,melon,95,tofu,-0.010136616011700017,1.0101366160117
13,cake,25,corn,-0.010753602492335368,1.0107536024923354
8,biscuit,57,noodles,-0.010869547220834885,1.0108695472208349
57,noodles,94,tea,-0.010896136132201306,1.0108961361322013
57,noodles,98,watermelon,-0.011234866385749775,1.0112348663857498
77,rape,87,shrimp,-0.01246384754525387,1.0124638475452539
4,avocado,85,shellfish,-0.012995025309471275,1.0129950253094713
79,red beans,80,rice,-0.014218616958788344,1.0142186169587883
45,ice cream,99,white button mushroom,-0.014504813542087991,1.014504813542088
44,hanamaki baozi,66,peanut,-0.014762888411119723,1.0147628884111197
36,french beans,59,olives,-0.015014169868305505,1.0150141698683055
1,apple,19,cheese butter,-0.015281636672415555,1.0152816366724156
20,cherry,65,peach,-0.015423867491891174,1.0154238674918912
1,apple,61,orange,-0.015728609922297077,1.015728609922297
12,cabbage,100,white radish,-0.015847991926362548,1.0158479919263625
43,hamburg,69,pie,-0.015998973069971667,1.0159989730699717
36,french beans,38,fried meat,-0.01718447418536173,1.0171844741853617
12,cabbage,70,pineapple,-0.017260118814724112,1.0172601188147241
39,garlic,53,mango,-0.017667345519198907,1.017667345519199
74,potato,100,white radish,-0.017840423685734574,1.0178404236857346
15,carrot,95,tofu,-0.01805664809160068,1.0180566480916007
48,king oyster mushroom,89,soup,-0.018316123681693997,1.018316123681694
58,okra,59,olives,-0.01914434662999276,1.0191443466299928
58,okra,83,sausage,-0.0195294045199621,1.019529404519962
7,bean sprouts,20,cherry,-0.01961686950604169,1.0196168695060417
54,melon,60,onion,-0.019638750467209087,1.019638750467209
27,cucumber,43,hamburg,-0.019868803007258906,1.019868803007259
28,date,62,other ingredients,-0.020355652790336354,1.0203556527903364
3,asparagus,15,carrot,-0.020590705375047147,1.0205907053750471
2,apricot,100,white radish,-0.021262207691082446,1.0212622076910824
58,okra,60,onion,-0.02132207328491531,1.0213220732849153
68,pepper,75,pudding,-0.021681230796330997,1.021681230796331
41,grape,74,potato,-0.022413452461464978,1.022413452461465
71,pizza,99,white button mushroom,-0.02270306024672708,1.022703060246727
24,coffee,43,hamburg,-0.022722206438911208,1.0227222064389112
14,candy,62,other ingredients,-0.023065521450898352,1.0230655214508984
56,milkshake,92,steak,-0.023410853072920457,1.0234108530729205
22,chocolate,82,sauce,-0.02341262183152648,1.0234126218315265
16,cashew,27,cucumber,-0.023678711531406327,1.0236787115314063
15,carrot,68,pepper,-0.02419197439329901,1.024191974393299
36,french beans,51,lemon,-0.02443099807065452,1.0244309980706545
29,dried cranberries,86,shiitake,-0.02450070438709373,1.0245007043870937
96,tomato,102,wonton dumplings,-0.02500247394224475,1.0250024739422448
11,broccoli,82,sauce,-0.02507805720835199,1.025078057208352
51,lemon,68,pepper,-0.025136481987036996,1.025136481987037
66,peanut,68,pepper,-0.025168129203762213,1.0251681292037622
15,carrot,27,cucumber,-0.025591908649961637,1.0255919086499616
1,apple,11,broccoli,-0.025613251831360317,1.0256132518313603
37,french fries,75,pudding,-0.025670683127704486,1.0256706831277045
44,hanamaki baozi,51,lemon,-0.02581664749076884,1.0258166474907688
44,hanamaki baozi,58,okra,-0.02588181633734421,1.0258818163373442
28,date,43,hamburg,-0.0259358567043686,1.0259358567043686
24,coffee,100,white radish,-0.026052261560832735,1.0260522615608327
81,salad,100,white radish,-0.026119808718171322,1.0261198087181713
23,cilantro mint,79,red beans,-0.026686768588336518,1.0266867685883365
12,cabbage,61,orange,-0.02712484116248004,1.02712484116248
82,sauce,96,tomato,-0.027565348359577913,1.027565348359578
49,kiwi,77,rape,-0.027861917336237108,1.027861917336237
4,avocado,45,ice cream,-0.028709707902236037,1.028709707902236
66,peanut,91,spring onion,-0.02886082862997874,1.0288608286299787
45,ice cream,67,pear,-0.02908866389908593,1.029088663899086
34,fig,43,hamburg,-0.029360254796427787,1.0293602547964278
41,grape,80,rice,-0.02953836494631501,1.029538364946315
1,apple,95,tofu,-0.030036141512868042,1.030036141512868
26,crab,71,pizza,-0.03006614161252541,1.0300661416125254
66,peanut,80,rice,-0.03035146117037213,1.0303514611703721
86,shiitake,92,steak,-0.031005111801813312,1.0310051118018133
81,salad,86,shiitake,-0.031407098358807284,1.0314070983588073
67,pear,79,red beans,-0.03165235037763603,1.031652350377636
49,kiwi,81,salad,-0.03182407286040312,1.0318240728604031
55,milk,60,onion,-0.03254443627994763,1.0325444362799476
95,tofu,101,wine,-0.03260769858882462,1.0326076985888246
26,crab,79,red beans,-0.03348039376961709,1.033480393769617
0,almond,45,ice cream,-0.033676917927351724,1.0336769179273517
34,fig,86,shiitake,-0.03369639553770365,1.0336963955377036
22,chocolate,70,pineapple,-0.03372334051890924,1.0337233405189092
3,asparagus,29,dried cranberries,-0.03409829714586832,1.0340982971458683
42,green beans,95,tofu,-0.03437929138218143,1.0343792913821814
20,cherry,100,white radish,-0.03488798474447008,1.03488798474447
46,juice,95,tofu,-0.03537516621989223,1.0353751662198922
50,lamb,86,shiitake,-0.036428264510260044,1.03642826451026
92,steak,97,walnut,-0.03678985289844827,1.0367898528984483
34,fig,99,white button mushroom,-0.037675760451526985,1.037675760451527
46,juice,59,olives,-0.038044742889255856,1.0380447428892559
82,sauce,95,tofu,-0.03816804769777837,1.0381680476977784
70,pineapple,99,white button mushroom,-0.03855336031370071,1.0385533603137007
14,candy,15,carrot,-0.038590335188277036,1.038590335188277
41,grape,101,wine,-0.03862870599295287,1.0386287059929529
27,cucumber,39,garlic,-0.03883364200743489,1.0388336420074349
25,corn,31,egg tart,-0.03902226836595735,1.0390222683659573
3,asparagus,34,fig,-0.039418844422882016,1.039418844422882
13,cake,100,white radish,-0.03996523133880925,1.0399652313388092
31,egg tart,99,white button mushroom,-0.04066869308294763,1.0406686930829476
67,pear,77,rape,-0.040757413152389343,1.0407574131523893
29,dried cranberries,80,rice,-0.04106439519308136,1.0410643951930814
48,king oyster mushroom,63,oyster mushroom,-0.04180040326626422,1.0418004032662642
40,ginger,53,mango,-0.042367140023008565,1.0423671400230086
42,green beans,45,ice cream,-0.0426541450844915,1.0426541450844915
27,cucumber,65,peach,-0.0429077133644129,1.042907713364413
4,avocado,79,red beans,-0.04292021066969576,1.0429202106696958
36,french beans,45,ice cream,-0.04305533935483408,1.043055339354834
54,melon,83,sausage,-0.044023123240368944,1.044023123240369
9,blueberry,17,cauliflower,-0.0440690270525077,1.0440690270525077
18,celery stick,78,raspberry,-0.044216265893753715,1.0442162658937537
17,cauliflower,100,white radish,-0.044314062251958,1.044314062251958
40,ginger,82,sauce,-0.04431434709534754,1.0443143470953475
50,lamb,97,walnut,-0.04460343800178945,1.0446034380017895
9,blueberry,66,peanut,-0.04469310009266558,1.0446931000926656
35,fish,42,green beans,-0.04484645247085739,1.0448464524708574
40,ginger,65,peach,-0.04507605081613386,1.0450760508161339
4,avocado,32,eggplant,-0.04552533640959844,1.0455253364095984
31,egg tart,42,green beans,-0.045795790025130456,1.0457957900251305
79,red beans,87,shrimp,-0.047097571574676644,1.0470975715746766
8,biscuit,99,white button mushroom,-0.04710011109133827,1.0471001110913383
1,apple,28,date,-0.04728709588608293,1.047287095886083
7,bean sprouts,16,cashew,-0.047312539442174284,1.0473125394421743
2,apricot,50,lamb,-0.04767319508266188,1.0476731950826619
6,banana,78,raspberry,-0.04778725221604074,1.0477872522160407
20,cherry,42,green beans,-0.048004488544519,1.048004488544519
82,sauce,86,shiitake,-0.04834812567587843,1.0483481256758784
1,apple,63,oyster mushroom,-0.04845464953005574,1.0484546495300557
1,apple,81,salad,-0.04915545008857869,1.0491554500885787
86,shiitake,94,tea,-0.04975128012131358,1.0497512801213136
25,corn,28,date,-0.05131204776269849,1.0513120477626985
20,cherry,66,peanut,-0.05149369190447883,1.0514936919044788
45,ice cream,87,shrimp,-0.05173072986826455,1.0517307298682645
22,chocolate,65,peach,-0.05191710108132508,1.051917101081325
16,cashew,17,cauliflower,-0.051991924434025893,1.051991924434026
29,dried cranberries,102,wonton dumplings,-0.052864718121230725,1.0528647181212307
14,candy,36,french beans,-0.053280328186072756,1.0532803281860728
39,garlic,82,sauce,-0.05348675443325801,1.053486754433258
27,cucumber,92,steak,-0.053537907644487515,1.0535379076444875
14,candy,51,lemon,-0.05362893902893373,1.0536289390289337
51,lemon,100,white radish,-0.0536328159121906,1.0536328159121906
17,cauliflower,82,sauce,-0.054612572586475894,1.054612572586476
1,apple,85,shellfish,-0.0550733746130867,1.0550733746130867
32,eggplant,39,garlic,-0.055356294723426513,1.0553562947234265
6,banana,89,soup,-0.05611988441996907,1.056119884419969
88,snow peas,100,white radish,-0.05624806218343448,1.0562480621834345
13,cake,49,kiwi,-0.05644143609346042,1.0564414360934604
37,french fries,55,milk,-0.05698387188107068,1.0569838718810707
19,cheese butter,82,sauce,-0.05748365790702992,1.05748365790703
27,cucumber,28,date,-0.05779762014869538,1.0577976201486954
11,broccoli,100,white radish,-0.05780007585609126,1.0578000758560913
26,crab,96,tomato,-0.057897149376901824,1.0578971493769018
15,carrot,44,hanamaki baozi,-0.057925577625738134,1.0579255776257381
73,pork,78,raspberry,-0.057961197438728185,1.0579611974387282
7,bean sprouts,91,spring onion,-0.05840414529706539,1.0584041452970654
57,noodles,71,pizza,-0.058488658284955974,1.058488658284956
44,hanamaki baozi,55,milk,-0.05875680424222818,1.0587568042422282
9,blueberry,82,sauce,-0.05880984989212057,1.0588098498921206
19,cheese butter,56,milkshake,-0.05933992049631476,1.0593399204963148
8,biscuit,23,cilantro mint,-0.06021096488416022,1.0602109648841602
25,corn,32,eggplant,-0.060336696851994276,1.0603366968519943
4,avocado,41,grape,-0.06060388549755835,1.0606038854975584
42,green beans,100,white radish,-0.060947495787138095,1.060947495787138
77,rape,102,wonton dumplings,-0.0610930618110459,1.061093061811046
10,bread,17,cauliflower,-0.0612289484888251,1.061228948488825
36,french beans,50,lamb,-0.061326823393568874,1.0613268233935689
23,cilantro mint,32,eggplant,-0.06149868021612548,1.0614986802161255
13,cake,56,milkshake,-0.06160556087201896,1.061605560872019
25,corn,101,wine,-0.06223696832715775,1.0622369683271577
16,cashew,61,orange,-0.06238920829812078,1.0623892082981208
54,melon,59,olives,-0.06322108589289499,1.063221085892895
1,apple,75,pudding,-0.0632708107501776,1.0632708107501776
32,eggplant,99,white button mushroom,-0.06360277465497388,1.0636027746549739
6,banana,102,wonton dumplings,-0.06398351818688597,1.063983518186886
18,celery stick,64,pasta,-0.06430711154059443,1.0643071115405944
38,fried meat,74,potato,-0.0647199748262175,1.0647199748262175
3,asparagus,11,broccoli,-0.0650600863928783,1.0650600863928783
42,green beans,59,olives,-0.06527111175267186,1.0652711117526719
12,cabbage,45,ice cream,-0.0656251276927915,1.0656251276927915
38,fried meat,63,oyster mushroom,-0.06620223838397932,1.0662022383839793
1,apple,80,rice,-0.06630779214111326,1.0663077921411133
23,cilantro mint,100,white radish,-0.06638068055741031,1.0663806805574103
82,sauce,85,shellfish,-0.06646793532007345,1.0664679353200734
14,candy,74,potato,-0.06652545183391534,1.0665254518339153
36,french beans,92,steak,-0.06748427413563873,1.0674842741356387
13,cake,42,green beans,-0.0679096399591923,1.0679096399591923
38,fried meat,89,soup,-0.06808023658973683,1.0680802365897368
89,soup,92,steak,-0.068228868195225,1.068228868195225
66,peanut,87,shrimp,-0.06831422084583005,1.06831422084583
49,kiwi,94,tea,-0.06893014195526503,1.068930141955265
28,date,66,peanut,-0.06921063260296956,1.0692106326029696
57,noodles,93,strawberry,-0.06973754079032068,1.0697375407903207
58,okra,95,tofu,-0.06988123220833509,1.069881232208335
37,french fries,58,okra,-0.07061427349672122,1.0706142734967212
35,fish,36,french beans,-0.07081208298094377,1.0708120829809438
59,olives,76,pumpkin,-0.07110586657146101,1.071105866571461
81,salad,82,sauce,-0.07183155562363353,1.0718315556236335
4,avocado,75,pudding,-0.07187797674882712,1.0718779767488271
2,apricot,52,lettuce,-0.07206602861036293,1.072066028610363
76,pumpkin,91,spring onion,-0.07231478363423971,1.0723147836342397
21,chicken duck,42,green beans,-0.0730446856504321,1.073044685650432
50,lamb,56,milkshake,-0.07309031631335605,1.073090316313356
41,grape,102,wonton dumplings,-0.073105740899166,1.073105740899166
2,apricot,83,sausage,-0.07334663281539977,1.0733466328153998
36,french beans,83,sausage,-0.07341257419133229,1.0734125741913323
18,celery stick,66,peanut,-0.07347460996856103,1.073474609968561
75,pudding,90,soy,-0.07479231102355488,1.0747923110235549
39,garlic,65,peach,-0.07500996971754414,1.0750099697175441
17,cauliflower,48,king oyster mushroom,-0.07505554604781084,1.0750555460478108
76,pumpkin,83,sausage,-0.07540655755930725,1.0754065575593073
13,cake,97,walnut,-0.07553475713967561,1.0755347571396756
57,noodles,70,pineapple,-0.0756531078386895,1.0756531078386895
54,melon,68,pepper,-0.07641063437159179,1.0764106343715918
58,okra,100,white radish,-0.07642340053185448,1.0764234005318545
20,cherry,85,shellfish,-0.07674163495777697,1.076741634957777
3,asparagus,45,ice cream,-0.0767609635677593,1.0767609635677593
0,almond,71,pizza,-0.07685183700261788,1.0768518370026179
52,lettuce,56,milkshake,-0.07694462026071203,1.076944620260712
34,fig,93,strawberry,-0.07755740208475759,1.0775574020847576
10,bread,100,white radish,-0.07836762838487576,1.0783676283848758
10,bread,53,mango,-0.07916228229292321,1.0791622822929232
22,chocolate,53,mango,-0.07958132613457591,1.079581326134576
22,chocolate,61,orange,-0.07999535984543149,1.0799953598454315
9,blueberry,55,milk,-0.08001919984721928,1.0800191998472193
64,pasta,100,white radish,-0.08041193670721669,1.0804119367072167
13,cake,30,egg,-0.08127260085200616,1.0812726008520062
6,banana,63,oyster mushroom,-0.08235171690921694,1.082351716909217
48,king oyster mushroom,54,melon,-0.08245011629290011,1.0824501162929
11,broccoli,30,egg,-0.08289052896708804,1.082890528967088
26,crab,41,grape,-0.08314634318402003,1.08314634318402
21,chicken duck,101,wine,-0.0836660108714593,1.0836660108714593
60,onion,75,pudding,-0.08368161038146416,1.0836816103814642
30,egg,50,lamb,-0.08409856051913978,1.0840985605191398
12,cabbage,18,celery stick,-0.08429390711840745,1.0842939071184075
86,shiitake,96,tomato,-0.08430286999138259,1.0843028699913826
30,egg,92,steak,-0.08537358153963526,1.0853735815396353
1,apple,9,blueberry,-0.08603502108625016,1.0860350210862502
90,soy,93,strawberry,-0.08619391944138877,1.0861939194413888
24,coffee,56,milkshake,-0.08629230083478912,1.0862923008347891
1,apple,68,pepper,-0.08633424355095443,1.0863342435509544
10,bread,58,okra,-0.08652717638022511,1.0865271763802251
7,bean sprouts,12,cabbage,-0.08653126011792378,1.0865312601179238
100,white radish,102,wonton dumplings,-0.08676937692557463,1.0867693769255746
74,potato,83,sausage,-0.08716481491447325,1.0871648149144733
3,asparagus,96,tomato,-0.08743441938248075,1.0874344193824808
3,asparagus,94,tea,-0.08819557912142728,1.0881955791214273
17,cauliflower,20,cherry,-0.08825975642796169,1.0882597564279617
37,french fries,65,peach,-0.08840124175138264,1.0884012417513826
1,apple,31,egg tart,-0.08946457212289194,1.089464572122892
1,apple,10,bread,-0.08958206151628811,1.0895820615162881
13,cake,63,oyster mushroom,-0.08986006341993003,1.08986006341993
46,juice,90,soy,-0.08990170482817561,1.0899017048281756
15,carrot,60,onion,-0.09126639474351883,1.0912663947435188
30,egg,100,white radish,-0.09156110986817989,1.09156110986818
23,cilantro mint,45,ice cream,-0.09160102465852948,1.0916010246585295
1,apple,29,dried cranberries,-0.09182961370775233,1.0918296137077523
1,apple,22,chocolate,-0.09248702185950486,1.0924870218595049
4,avocado,92,steak,-0.09348317168419018,1.0934831716841902
46,juice,60,onion,-0.09373675938662673,1.0937367593866267
42,green beans,92,steak,-0.09444405699575142,1.0944440569957514
23,cilantro mint,92,steak,-0.09477046864437355,1.0947704686443736
77,rape,99,white button mushroom,-0.0951613640282929,1.095161364028293
37,french fries,82,sauce,-0.09536647211398219,1.0953664721139822
43,hamburg,73,pork,-0.09545519451861773,1.0954551945186177
9,blueberry,75,pudding,-0.09599846795720679,1.0959984679572068
36,french beans,82,sauce,-0.09620954438597562,1.0962095443859756
73,pork,101,wine,-0.09642134936785052,1.0964213493678505
3,asparagus,81,salad,-0.09648639754673938,1.0964863975467394
49,kiwi,50,lamb,-0.09705175014836165,1.0970517501483616
30,egg,81,salad,-0.09778527139086202,1.097785271390862
79,red beans,102,wonton dumplings,-0.09887069738286836,1.0988706973828684
44,hanamaki baozi,75,pudding,-0.09955195234896941,1.0995519523489694
57,noodles,100,white radish,-0.09966655770079624,1.0996665577007962
31,egg tart,80,rice,-0.09967504914965186,1.0996750491496519
80,rice,96,tomato,-0.09986234751469891,1.099862347514699
45,ice cream,82,sauce,-0.10055958973851675,1.1005595897385168
90,soy,101,wine,-0.10079041638275132,1.1007904163827513
50,lamb,63,oyster mushroom,-0.10171909342860275,1.1017190934286027
0,almond,27,cucumber,-0.10254377401478965,1.1025437740147896
10,bread,65,peach,-0.10272060131040828,1.1027206013104083
15,carrot,59,olives,-0.1027546563609536,1.1027546563609536
28,date,55,milk,-0.10330796859375035,1.1033079685937504
6,banana,80,rice,-0.10346373368527728,1.1034637336852773
6,banana,30,egg,-0.10349142706405767,1.1034914270640577
26,crab,94,tea,-0.10359580116503886,1.1035958011650389
34,fig,57,noodles,-0.10385661999305351,1.1038566199930535
0,almond,31,egg tart,-0.10426445400572759,1.1042644540057276
19,cheese butter,30,egg,-0.10428386493935982,1.1042838649393598
36,french beans,102,wonton dumplings,-0.10462184529110319,1.1046218452911032
3,asparagus,92,steak,-0.10469810657821799,1.104698106578218
21,chicken duck,36,french beans,-0.10507334404644042,1.1050733440464404
30,egg,41,grape,-0.10515023357889697,1.105150233578897
71,pizza,82,sauce,-0.10635359013587364,1.1063535901358736
60,onion,101,wine,-0.10638699066363522,1.1063869906636352
63,oyster mushroom,92,steak,-0.10682600056591585,1.1068260005659158
6,banana,67,pear,-0.10686408387419033,1.1068640838741903
85,shellfish,91,spring onion,-0.1088988601212626,1.1088988601212626
1,apple,21,chicken duck,-0.10904344531358445,1.1090434453135845
37,french fries,100,white radish,-0.10949389639093088,1.1094938963909309
27,cucumber,70,pineapple,-0.1099199990500963,1.1099199990500963
38,fried meat,78,raspberry,-0.11013133022120991,1.11013133022121
57,noodles,82,sauce,-0.11044150767566085,1.1104415076756609
32,eggplant,100,white radish,-0.11069946082176818,1.1106994608217682
68,pepper,76,pumpkin,-0.11114292428696326,1.1111429242869633
26,crab,32,eggplant,-0.1115953292818761,1.111595329281876
78,raspberry,94,tea,-0.11203869549897538,1.1120386954989754
29,dried cranberries,100,white radish,-0.11208120416397449,1.1120812041639745
36,french beans,93,strawberry,-0.11209390594061008,1.11209390594061
0,almond,32,eggplant,-0.11212041119126503,1.112120411191265
32,eggplant,80,rice,-0.11233875457649356,1.1123387545764936
14,candy,42,green beans,-0.11255536123230625,1.1125553612323063
62,other ingredients,100,white radish,-0.11287275488169324,1.1128727548816932
18,celery stick,74,potato,-0.11300926334001637,1.1130092633400164
1,apple,86,shiitake,-0.11307897923801602,1.113078979238016
35,fish,101,wine,-0.11348051084666788,1.1134805108466679
11,broccoli,99,white button mushroom,-0.11392260525674303,1.113922605256743
64,pasta,85,shellfish,-0.11458996736089366,1.1145899673608937
41,grape,66,peanut,-0.11499326647352959,1.1149932664735296
9,blueberry,85,shellfish,-0.11505004285162013,1.1150500428516201
82,sauce,91,spring onion,-0.1165458445164258,1.1165458445164258
6,banana,87,shrimp,-0.11676732476405527,1.1167673247640553
30,egg,98,watermelon,-0.11710108882727788,1.1171010888272779
85,shellfish,87,shrimp,-0.11739305314203774,1.1173930531420377
10,bread,27,cucumber,-0.11742471257943099,1.117424712579431
0,almond,79,red beans,-0.11793906826639144,1.1179390682663914
31,egg tart,39,garlic,-0.11801248863575875,1.1180124886357587
28,date,75,pudding,-0.1182833456317427,1.1182833456317427
42,green beans,43,hamburg,-0.11853003900842163,1.1185300390084216
36,french beans,73,pork,-0.1186024207068046,1.1186024207068046
42,green beans,65,peach,-0.11868485923902594,1.118684859239026
51,lemon,57,noodles,-0.11895653227225189,1.118956532272252
48,king oyster mushroom,82,sauce,-0.11961292762788478,1.1196129276278848
53,mango,57,noodles,-0.11967274758345137,1.1196727475834514
15,carrot,35,fish,-0.12017605059901393,1.120176050599014
9,blueberry,76,pumpkin,-0.12029933303633822,1.1202993330363382
54,melon,91,spring onion,-0.12034071937989754,1.1203407193798975
48,king oyster mushroom,76,pumpkin,-0.12095606597951813,1.1209560659795181
7,bean sprouts,9,blueberry,-0.1210725383817326,1.1210725383817326
27,cucumber,30,egg,-0.12167571555615919,1.1216757155561592
67,pear,94,tea,-0.12168634764325015,1.1216863476432501
30,egg,82,sauce,-0.12239358876029693,1.122393588760297
65,peach,99,white button mushroom,-0.12272783066301485,1.1227278306630148
54,melon,90,soy,-0.12303702959265128,1.1230370295926513
21,chicken duck,46,juice,-0.12311880667593855,1.1231188066759386
39,garlic,61,orange,-0.12314822938491643,1.1231482293849164
37,french fries,62,other ingredients,-0.12349098147814974,1.1234909814781497
11,broccoli,23,cilantro mint,-0.12379217134148734,1.1237921713414873
14,candy,89,soup,-0.12401657677626021,1.1240165767762602
15,carrot,21,chicken duck,-0.12532009289588375,1.1253200928958838
60,onion,82,sauce,-0.12533806719431473,1.1253380671943147
6,banana,64,pasta,-0.12544633176204845,1.1254463317620484
63,oyster mushroom,81,salad,-0.12574420857249913,1.1257442085724991
4,avocado,77,rape,-0.12625998862066345,1.1262599886206635
15,carrot,69,pie,-0.12645665849322207,1.126456658493222
20,cherry,75,pudding,-0.12722745171224248,1.1272274517122425
6,banana,66,peanut,-0.1273687030203421,1.127368703020342
36,french beans,87,shrimp,-0.12795882411563397,1.127958824115634
67,pear,96,tomato,-0.12802903568611756,1.1280290356861176
82,sauce,102,wonton dumplings,-0.12803943644389482,1.1280394364438948
28,date,76,pumpkin,-0.12845723982779744,1.1284572398277974
0,almond,65,peach,-0.12858694631629564,1.1285869463162956
40,ginger,70,pineapple,-0.12902517300903882,1.1290251730090388
30,egg,34,fig,-0.12911006528659508,1.129110065286595
59,olives,89,soup,-0.129127524573605,1.129127524573605
27,cucumber,76,pumpkin,-0.13088665995543858,1.1308866599554386
17,cauliflower,90,soy,-0.1309247250557135,1.1309247250557135
15,carrot,91,spring onion,-0.13115273446305986,1.1311527344630599
0,almond,82,sauce,-0.13122831331423668,1.1312283133142367
0,almond,70,pineapple,-0.13141127716756418,1.1314112771675642
16,cashew,76,pumpkin,-0.1314248856108906,1.1314248856108906
74,potato,88,snow peas,-0.13195067689253026,1.1319506768925303
18,celery stick,102,wonton dumplings,-0.13198466090199745,1.1319846609019975
25,corn,29,dried cranberries,-0.13202620518430996,1.13202620518431
44,hanamaki baozi,93,strawberry,-0.1330204925601004,1.1330204925601004
19,cheese butter,36,french beans,-0.1335808704089101,1.13358087040891
94,tea,97,walnut,-0.13359920844705453,1.1335992084470545
9,blueberry,101,wine,-0.13374911961744607,1.133749119617446
38,fried meat,43,hamburg,-0.13416264906931352,1.1341626490693135
52,lettuce,63,oyster mushroom,-0.13419900480225766,1.1341990048022577
44,hanamaki baozi,62,other ingredients,-0.1348019457791072,1.1348019457791072
42,green beans,73,pork,-0.13535677214280106,1.135356772142801
52,lettuce,80,rice,-0.135772097971681,1.135772097971681
49,kiwi,96,tomato,-0.13685804423801584,1.1368580442380158
14,candy,56,milkshake,-0.13852456181700457,1.1385245618170046
28,date,51,lemon,-0.13982905450893823,1.1398290545089382
29,dried cranberries,49,kiwi,-0.14037017066435054,1.1403701706643505
1,apple,35,fish,-0.14057220107633106,1.140572201076331
20,cherry,55,milk,-0.14107440059065546,1.1410744005906555
63,oyster mushroom,100,white radish,-0.1418266637013521,1.141826663701352
41,grape,63,oyster mushroom,-0.14280571976412215,1.1428057197641222
55,milk,91,spring onion,-0.14327171878340228,1.1432717187834023
52,lettuce,102,wonton dumplings,-0.14416212448981947,1.1441621244898195
30,egg,71,pizza,-0.14473881842055114,1.1447388184205511
94,tea,102,wonton dumplings,-0.14481905417863583,1.1448190541786358
25,corn,52,lettuce,-0.14515261959886439,1.1451526195988644
60,onion,66,peanut,-0.14558978154353674,1.1455897815435367
7,bean sprouts,100,white radish,-0.14597410586703896,1.145974105867039
