class_id_a,class_a,class_id_b,class_b,color_similarity,color_distance
65,peach,75,pudding,0.03545650742791551,0.9645434925720845
7,bean sprouts,69,pie,0.03515113454058416,0.9648488654594158
14,candy,79,red beans,0.03495399855760517,0.9650460014423948
26,crab,60,onion,0.03485723936304075,0.9651427606369593
38,fried meat,53,mango,0.03466479494368491,0.9653352050563151
8,biscuit,85,shellfish,0.033808425734044745,0.9661915742659553
22,chocolate,88,snow peas,0.03371255155594477,0.9662874484440552
48,king oyster mushroom,81,salad,0.03361510006299162,0.9663848999370084
50,lamb,76,pumpkin,0.03312598562538194,0.9668740143746181
69,pie,97,walnut,0.033117834673502045,0.966882165326498
6,banana,98,watermelon,0.03284182377862599,0.967158176221374
18,celery stick,56,milkshake,0.03267011512096507,0.9673298848790349
52,lettuce,102,wonton dumplings,0.032552655992359014,0.967447344007641
38,fried meat,101,wine,0.03201919784500795,0.967980802154992
4,avocado,21,chicken duck,0.031949194741644704,0.9680508052583553
7,bean sprouts,9,blueberry,0.03042426967417411,0.9695757303258259
12,cabbage,62,other ingredients,0.02994434537346191,0.9700556546265381
7,bean sprouts,80,rice,0.029859924193477716,0.9701400758065223
56,milkshake,61,orange,0.029796167084214398,0.9702038329157856
61,orange,65,peach,0.029361482355666046,0.970638517644334
57,noodles,67,pear,0.02896543633026749,0.9710345636697325
88,snow peas,97,walnut,0.028736931372347008,0.971263068627653
21,chicken duck,75,pudding,0.02789445019231207,0.9721055498076879
22,chocolate,52,lettuce,0.027542840048151218,0.9724571599518488
28,date,43,hamburg,0.02670509422836087,0.9732949057716391
12,cabbage,16,cashew,0.026626742875123788,0.9733732571248762
13,cake,91,spring onion,0.026575172457136365,0.9734248275428636
8,biscuit,53,mango,0.026165043291436207,0.9738349567085638
36,french beans,99,white button mushroom,0.02601570135946185,0.9739842986405381
45,ice cream,98,watermelon,0.02596281967178915,0.9740371803282108
62,other ingredients,75,pudding,0.025636395677762658,0.9743636043222373
41,grape,65,peach,0.02503457636844919,0.9749654236315508
24,coffee,56,milkshake,0.024687810429163015,0.975312189570837
12,cabbage,24,coffee,0.023912573750932364,0.9760874262490676
60,onion,67,pear,0.023043762886688746,0.9769562371133113
28,date,94,tea,0.023032675308708783,0.9769673246912912
0,almond,74,potato,0.023032444811218356,0.9769675551887816
12,cabbage,58,okra,0.022699748484943272,0.9773002515150567
23,cilantro mint,95,tofu,0.022615656331072986,0.977384343668927
35,fish,90,soy,0.022264495342116053,0.977735504657884
9,blueberry,38,fried meat,0.021627515823039234,0.9783724841769608
1,apple,91,spring onion,0.021551490015377706,0.9784485099846223
30,egg,81,salad,0.02129087364709248,0.9787091263529075
19,cheese butter,95,tofu,0.021274424421361515,0.9787255755786385
56,milkshake,65,peach,0.021032039274309522,0.9789679607256905
1,apple,76,pumpkin,0.020777238314121038,0.979222761685879
74,potato,96,tomato,0.020381472787197152,0.9796185272128028
35,fish,60,onion,0.02003111450005135,0.9799688854999486
52,lettuce,54,melon,0.01901592699759702,0.980984073002403
4,avocado,52,lettuce,0.018957398381354684,0.9810426016186453
23,cilantro mint,34,fig,0.018405903578539773,0.9815940964214602
6,banana,13,cake,0.018272822046835224,0.9817271779531648
50,lamb,62,other ingredients,0.01820992382918063,0.9817900761708194
0,almond,58,okra,0.017570094282933768,0.9824299057170662
42,green beans,66,peanut,0.01755020649065664,0.9824497935093434
73,pork,91,spring onion,0.01660414077564787,0.9833958592243521
34,fig,38,fried meat,0.01650409574535816,0.9834959042546418
12,cabbage,36,french beans,0.016003648912453206,0.9839963510875468
63,oyster mushroom,76,pumpkin,0.01597496314787672,0.9840250368521233
15,carrot,42,green beans,0.015059045694733708,0.9849409543052663
24,coffee,75,pudding,0.014938404584279419,0.9850615954157206
12,cabbage,70,pineapple,0.01468014211166846,0.9853198578883315
49,kiwi,78,raspberry,0.014461815533855282,0.9855381844661447
44,hanamaki baozi,79,red beans,0.01414472636538544,0.9858552736346146
46,juice,65,peach,0.013985302365075114,0.9860146976349249
60,onion,69,pie,0.013876256217895122,0.9861237437821049
74,potato,99,white button mushroom,0.013815442199452632,0.9861845578005474
11,broccoli,65,peach,0.013546571797080631,0.9864534282029194
45,ice cream,53,mango,0.012929297784190497,0.9870707022158095
40,ginger,63,oyster mushroom,0.012731717627111117,0.9872682823728889
41,grape,60,onion,0.012725400328713832,0.9872745996712862
2,apricot,3,asparagus,0.012616598058988071,0.9873834019410119
15,carrot,36,french beans,0.01242718908121232,0.9875728109187877
43,hamburg,93,strawberry,0.012321961478180987,0.987678038521819
64,pasta,67,pear,0.012283101550152886,0.9877168984498471
61,orange,63,oyster mushroom,0.01219811019536321,0.9878018898046368
24,coffee,48,king oyster mushroom,0.011693684974701135,0.9883063150252989
43,hamburg,48,king oyster mushroom,0.011097337132825347,0.9889026628671747
73,pork,89,soup,0.01055186808234454,0.9894481319176555
52,lettuce,57,noodles,0.01022549286787,0.98977450713213
4,avocado,74,potato,0.010058762581145575,0.9899412374188544
1,apple,35,fish,0.009667024294146231,0.9903329757058538
32,eggplant,43,hamburg,0.009474590382931636,0.9905254096170684
3,asparagus,12,cabbage,0.00886058996203487,0.9911394100379651
25,corn,97,walnut,0.008564118554502564,0.9914358814454974
79,red beans,88,snow peas,0.007535586031735542,0.9924644139682645
49,kiwi,51,lemon,0.007414498519022428,0.9925855014809776
74,potato,94,tea,0.007191889068238644,0.9928081109317614
52,lettuce,79,red beans,0.006011899229378503,0.9939881007706215
1,apple,48,king oyster mushroom,0.005798769850490992,0.994201230149509
1,apple,37,french fries,0.004707065227053553,0.9952929347729464
71,pizza,80,rice,0.004595395698057558,0.9954046043019424
14,candy,102,wonton dumplings,0.0036946239068557096,0.9963053760931443
23,cilantro mint,96,tomato,0.003289406228186631,0.9967105937718134
4,avocado,22,chocolate,0.0031951458240404573,0.9968048541759595
0,almond,22,chocolate,0.0031138815425029165,0.9968861184574971
11,broccoli,94,tea,0.0027029986143736195,0.9972970013856264
31,egg tart,77,rape,0.002052496829386574,0.9979475031706134
16,cashew,91,spring onion,0.0018238172533664443,0.9981761827466336
79,red beans,99,white button mushroom,0.0016909677754151087,0.9983090322245849
27,cucumber,101,wine,0.0014610904937996105,0.9985389095062004
18,celery stick,26,crab,0.001410866652624354,0.9985891333473756
62,other ingredients,99,white button mushroom,0.001367131929622012,0.998632868070378
12,cabbage,94,tea,0.0009777413747050767,0.9990222586252949
60,onion,66,peanut,0.0005594121813071729,0.9994405878186928
34,fig,83,sausage,0.0004361063504744189,0.9995638936495256
37,french fries,52,lettuce,-0.00046447847456421165,1.0004644784745642
71,pizza,79,red beans,-0.0007004644203638666,1.0007004644203639
3,asparagus,82,sauce,-0.0011787152378934795,1.0011787152378935
57,noodles,90,soy,-0.0015662310224509035,1.001566231022451
23,cilantro mint,99,white button mushroom,-0.002073428003168898,1.002073428003169
12,cabbage,57,noodles,-0.0024933380220044654,1.0024933380220045
15,carrot,93,strawberry,-0.00279882508568452,1.0027988250856845
27,cucumber,52,lettuce,-0.0028513483066787693,1.0028513483066788
46,juice,52,lettuce,-0.0033693033347026446,1.0033693033347026
2,apricot,42,green beans,-0.003563993538469923,1.00356399353847
16,cashew,28,date,-0.0036747083811274894,1.0036747083811275
54,melon,76,pumpkin,-0.004409892094666912,1.004409892094667
1,apple,101,wine,-0.004587927740498765,1.0045879277404988
1,apple,61,orange,-0.005101022241086328,1.0051010222410863
4,avocado,63,oyster mushroom,-0.005329881009439985,1.00532988100944
2,apricot,99,white button mushroom,-0.00605200428622199,1.006052004286222
14,candy,78,raspberry,-0.006066094124745902,1.006066094124746
52,lettuce,96,tomato,-0.00621932547026427,1.0062193254702643
12,cabbage,46,juice,-0.00642604557759463,1.0064260455775946
87,shrimp,100,white radish,-0.006741144235619334,1.0067411442356193
70,pineapple,82,sauce,-0.007234769695704246,1.0072347696957042
76,pumpkin,87,shrimp,-0.0073399875915181045,1.007339987591518
29,dried cranberries,53,mango,-0.007406091958822358,1.0074060919588224
67,pear,102,wonton dumplings,-0.007682711070486237,1.0076827110704862
6,banana,95,tofu,-0.008053816722811025,1.008053816722811
0,almond,91,spring onion,-0.008060900446139607,1.0080609004461396
16,cashew,76,pumpkin,-0.008125933021676968,1.008125933021677
55,milk,81,salad,-0.008290227358221491,1.0082902273582215
68,pepper,100,white radish,-0.008646376792361021,1.008646376792361
90,soy,102,wonton dumplings,-0.00866805798127257,1.0086680579812726
14,candy,57,noodles,-0.00953942434039079,1.0095394243403908
8,biscuit,26,crab,-0.009554817100979829,1.0095548171009798
42,green beans,85,shellfish,-0.00992534738633255,1.0099253473863326
89,soup,92,steak,-0.009969799036085414,1.0099697990360854
61,orange,68,pepper,-0.010242405362188567,1.0102424053621886
53,mango,68,pepper,-0.010250891180776156,1.0102508911807762
29,dried cranberries,91,spring onion,-0.011504310995281042,1.011504310995281
57,noodles,96,tomato,-0.012212522599671871,1.0122125225996719
15,carrot,55,milk,-0.012262749965285868,1.0122627499652859
77,rape,96,tomato,-0.012273259970896122,1.0122732599708961
93,strawberry,97,walnut,-0.012366208803951784,1.0123662088039518
21,chicken duck,50,lamb,-0.012380774967202024,1.012380774967202
12,cabbage,50,lamb,-0.01295169974426269,1.0129516997442627
58,okra,94,tea,-0.013154226887141851,1.0131542268871419
55,milk,94,tea,-0.01322362903426444,1.0132236290342644
18,celery stick,77,rape,-0.013546122678641748,1.0135461226786417
37,french fries,38,fried meat,-0.01418860689285184,1.0141886068928518
24,coffee,98,watermelon,-0.014476018530301005,1.014476018530301
4,avocado,56,milkshake,-0.014697821145934098,1.014697821145934
18,celery stick,39,garlic,-0.01481023320789654,1.0148102332078965
9,blueberry,56,milkshake,-0.014921131092042295,1.0149211310920423
56,milkshake,90,soy,-0.015025466667349718,1.0150254666673497
45,ice cream,61,orange,-0.015066451583876983,1.015066451583877
2,apricot,97,walnut,-0.015083504900915035,1.015083504900915
43,hamburg,55,milk,-0.015505892786835673,1.0155058927868357
90,soy,99,white button mushroom,-0.015727068045900294,1.0157270680459003
14,candy,74,potato,-0.015778095506209233,1.0157780955062092
40,ginger,53,mango,-0.015882752850728155,1.0158827528507282
12,cabbage,66,peanut,-0.01596460559280577,1.0159646055928058
6,banana,66,peanut,-0.017111292527308697,1.0171112925273087
12,cabbage,102,wonton dumplings,-0.017771429540284656,1.0177714295402847
0,almond,79,red beans,-0.018056723520678775,1.0180567235206788
21,chicken duck,87,shrimp,-0.018376949111913232,1.0183769491119132
51,lemon,52,lettuce,-0.018691321327385158,1.0186913213273852
9,blueberry,39,garlic,-0.018879132991285186,1.0188791329912852
17,cauliflower,71,pizza,-0.01964044026240419,1.0196404402624042
42,green beans,65,peach,-0.020101955893927048,1.020101955893927
34,fig,40,ginger,-0.02110358881261476,1.0211035888126148
4,avocado,87,shrimp,-0.021150199145100412,1.0211501991451004
18,celery stick,48,king oyster mushroom,-0.02116700444488906,1.021167004444889
80,rice,94,tea,-0.0214972582688846,1.0214972582688846
10,bread,60,onion,-0.021568768243919623,1.0215687682439196
4,avocado,102,wonton dumplings,-0.021889469390793614,1.0218894693907936
49,kiwi,87,shrimp,-0.023232923649214587,1.0232329236492146
1,apple,65,peach,-0.02355170223328784,1.0235517022332878
23,cilantro mint,66,peanut,-0.023605036075756924,1.023605036075757
3,asparagus,31,egg tart,-0.02365812872506723,1.0236581287250672
12,cabbage,88,snow peas,-0.023887882140604555,1.0238878821406046
13,cake,38,fried meat,-0.02391100803100099,1.023911008031001
10,bread,65,peach,-0.024091751906794245,1.0240917519067942
24,coffee,65,peach,-0.024145338572359343,1.0241453385723593
28,date,96,tomato,-0.02451258436571413,1.0245125843657141
52,lettuce,70,pineapple,-0.02493832621059444,1.0249383262105944
55,milk,100,white radish,-0.025530875230210137,1.0255308752302101
3,asparagus,15,carrot,-0.026149891780698153,1.0261498917806982
34,fig,42,green beans,-0.02634070680297418,1.0263407068029742
8,biscuit,48,king oyster mushroom,-0.0263732372776726,1.0263732372776726
86,shiitake,88,snow peas,-0.02730615564023009,1.02730615564023
45,ice cream,71,pizza,-0.027344835716099913,1.0273448357161
55,milk,61,orange,-0.027357208079512585,1.0273572080795126
82,sauce,101,wine,-0.02810169156459774,1.0281016915645977
83,sausage,89,soup,-0.028242799304901034,1.028242799304901
19,cheese butter,99,white button mushroom,-0.028457500268035618,1.0284575002680356
7,bean sprouts,64,pasta,-0.028983525921726372,1.0289835259217264
22,chocolate,67,pear,-0.029028514458137478,1.0290285144581375
59,olives,100,white radish,-0.029621518348871057,1.029621518348871
50,lamb,60,onion,-0.02998769556459613,1.0299876955645961
51,lemon,95,tofu,-0.030087738790792296,1.0300877387907923
71,pizza,74,potato,-0.030221136266885162,1.0302211362668852
20,cherry,90,soy,-0.030353252028080924,1.030353252028081
8,biscuit,76,pumpkin,-0.03253262854779004,1.03253262854779
45,ice cream,67,pear,-0.03296073728832627,1.0329607372883263
21,chicken duck,66,peanut,-0.03298105403731899,1.032981054037319
44,hanamaki baozi,64,pasta,-0.033104936211107994,1.033104936211108
60,onion,94,tea,-0.03323609161058516,1.0332360916105852
79,red beans,96,tomato,-0.034211499625366626,1.0342114996253666
31,egg tart,36,french beans,-0.034212850707534326,1.0342128507075343
67,pear,79,red beans,-0.03424199299883446,1.0342419929988345
46,juice,73,pork,-0.03438950401808616,1.0343895040180862
24,coffee,55,milk,-0.03479556091948455,1.0347955609194845
59,olives,96,tomato,-0.034895487601940056,1.03489548760194
43,hamburg,65,peach,-0.03549104035250128,1.0354910403525013
63,oyster mushroom,87,shrimp,-0.03566232937278557,1.0356623293727856
49,kiwi,101,wine,-0.035812454866078536,1.0358124548660785
7,bean sprouts,10,bread,-0.03618162393553881,1.0361816239355388
17,cauliflower,67,pear,-0.03737441603699865,1.0373744160369986
48,king oyster mushroom,53,mango,-0.03738997489676832,1.0373899748967683
42,green beans,67,pear,-0.03780865460082117,1.0378086546008212
4,avocado,9,blueberry,-0.037935986618432116,1.0379359866184321
14,candy,69,pie,-0.03833586339683115,1.0383358633968311
28,date,65,peach,-0.038352241768198514,1.0383522417681985
2,apricot,8,biscuit,-0.03849516475930148,1.0384951647593015
26,crab,73,pork,-0.03863625558656447,1.0386362555865645
10,bread,88,snow peas,-0.03939120100028526,1.0393912010002853
94,tea,102,wonton dumplings,-0.03986856879909584,1.0398685687990958
24,coffee,26,crab,-0.03999521813978424,1.0399952181397842
27,cucumber,30,egg,-0.04005688032224297,1.040056880322243
9,blueberry,55,milk,-0.040087114593777784,1.0400871145937778
48,king oyster mushroom,78,raspberry,-0.04016802970993316,1.0401680297099332
7,bean sprouts,101,wine,-0.04057838017135196,1.040578380171352
12,cabbage,86,shiitake,-0.040604267773455716,1.0406042677734557
4,avocado,23,cilantro mint,-0.04073522974453225,1.0407352297445323
53,mango,71,pizza,-0.04171579361821398,1.041715793618214
83,sausage,85,shellfish,-0.04179859113917739,1.0417985911391774
44,hanamaki baozi,91,spring onion,-0.041962176480992985,1.041962176480993
31,egg tart,73,pork,-0.042153763695204516,1.0421537636952045
17,cauliflower,94,tea,-0.042204501675237927,1.042204501675238
20,cherry,26,crab,-0.0434100035708993,1.0434100035708993
14,candy,91,spring onion,-0.04363377874524499,1.043633778745245
10,bread,52,lettuce,-0.043785464577967836,1.0437854645779678
71,pizza,86,shiitake,-0.043950120409650406,1.0439501204096504
42,green beans,99,white button mushroom,-0.04397657899223306,1.043976578992233
32,eggplant,88,snow peas,-0.04419866424658103,1.044198664246581
79,red beans,90,soy,-0.04475878168125291,1.044758781681253
58,okra,90,soy,-0.04480897101819403,1.044808971018194
56,milkshake,101,wine,-0.04546234702910823,1.0454623470291082
67,pear,95,tofu,-0.045472008665127905,1.045472008665128
53,mango,83,sausage,-0.04565443026494642,1.0456544302649464
88,snow peas,101,wine,-0.045984977415965744,1.0459849774159657
59,olives,66,peanut,-0.04606193051971963,1.0460619305197196
78,raspberry,82,sauce,-0.04616812095199441,1.0461681209519944
12,cabbage,29,dried cranberries,-0.046624975512645106,1.046624975512645
13,cake,76,pumpkin,-0.04672006015385333,1.0467200601538533
12,cabbage,75,pudding,-0.047141630212187646,1.0471416302121876
31,egg tart,57,noodles,-0.04753006350995426,1.0475300635099543
25,corn,43,hamburg,-0.04784635340512744,1.0478463534051274
23,cilantro mint,31,egg tart,-0.0480064422103772,1.0480064422103772
44,hanamaki baozi,57,noodles,-0.04810742484882469,1.0481074248488247
3,asparagus,85,shellfish,-0.048236412537331574,1.0482364125373316
23,cilantro mint,82,sauce,-0.04824279035757395,1.048242790357574
43,hamburg,74,potato,-0.048375962040702714,1.0483759620407027
26,crab,62,other ingredients,-0.049295659835302263,1.0492956598353023
1,apple,78,raspberry,-0.05002997978565715,1.0500299797856572
26,crab,93,strawberry,-0.05120402999775364,1.0512040299977536
25,corn,42,green beans,-0.05131557326341363,1.0513155732634136
27,cucumber,60,onion,-0.05197562636066655,1.0519756263606665
22,chocolate,71,pizza,-0.052221672001596664,1.0522216720015967
60,onion,93,strawberry,-0.05250195510218125,1.0525019551021813
4,avocado,64,pasta,-0.052577366185258434,1.0525773661852584
0,almond,48,king oyster mushroom,-0.05264865890526327,1.0526486589052633
3,asparagus,99,white button mushroom,-0.05384682885876346,1.0538468288587635
42,green beans,53,mango,-0.05471364435857007,1.05471364435857
77,rape,82,sauce,-0.05508923228669649,1.0550892322866965
36,french beans,65,peach,-0.05552095432005144,1.0555209543200514
19,cheese butter,100,white radish,-0.05568733539464166,1.0556873353946417
52,lettuce,101,wine,-0.05588958521025589,1.0558895852102559
59,olives,81,salad,-0.056006747372680854,1.0560067473726809
18,celery stick,43,hamburg,-0.056069362303349024,1.056069362303349
1,apple,9,blueberry,-0.05687355424543128,1.0568735542454313
49,kiwi,70,pineapple,-0.05713597660117631,1.0571359766011763
15,carrot,24,coffee,-0.057563967042573605,1.0575639670425736
4,avocado,38,fried meat,-0.05761923754713871,1.0576192375471387
3,asparagus,34,fig,-0.0578251553619058,1.0578251553619058
29,dried cranberries,75,pudding,-0.05880291001241922,1.0588029100124192
24,coffee,95,tofu,-0.05881281291198004,1.05881281291198
82,sauce,87,shrimp,-0.05902642714135209,1.059026427141352
45,ice cream,101,wine,-0.05930707889919806,1.059307078899198
45,ice cream,94,tea,-0.05985910138676975,1.0598591013867698
4,avocado,36,french beans,-0.05986673586524338,1.0598667358652434
99,white button mushroom,101,wine,-0.062115704736319,1.062115704736319
71,pizza,99,white button mushroom,-0.06258094988061025,1.0625809498806102
0,almond,37,french fries,-0.0627665083286113,1.0627665083286113
8,biscuit,15,carrot,-0.06364816562456577,1.0636481656245658
25,corn,71,pizza,-0.06394064860164406,1.063940648601644
64,pasta,94,tea,-0.06400258859903807,1.064002588599038
43,hamburg,53,mango,-0.06407135379233608,1.064071353792336
0,almond,9,blueberry,-0.06414157843848822,1.0641415784384882
28,date,88,snow peas,-0.0641792982689895,1.0641792982689895
67,pear,80,rice,-0.06434312922273633,1.0643431292227363
13,cake,77,rape,-0.06499148311854763,1.0649914831185476
6,banana,99,white button mushroom,-0.06541108015095509,1.065411080150955
9,blueberry,45,ice cream,-0.06596544531929793,1.065965445319298
4,avocado,51,lemon,-0.06668252566231292,1.066682525662313
78,raspberry,90,soy,-0.0669625961995235,1.0669625961995235
29,dried cranberries,95,tofu,-0.06794113378421596,1.067941133784216
37,french fries,39,garlic,-0.06863081716587849,1.0686308171658785
77,rape,81,salad,-0.06891023090601989,1.0689102309060199
94,tea,95,tofu,-0.06931657097720079,1.0693165709772008
68,pepper,71,pizza,-0.06962255486026336,1.0696225548602634
46,juice,101,wine,-0.06997129568408389,1.069971295684084
17,cauliflower,100,white radish,-0.07001931680759199,1.070019316807592
13,cake,59,olives,-0.07004113329930162,1.0700411332993016
49,kiwi,60,onion,-0.07007287839438203,1.070072878394382
27,cucumber,38,fried meat,-0.07064002577923101,1.070640025779231
80,rice,95,tofu,-0.07069619927821558,1.0706961992782156
18,celery stick,58,okra,-0.07069655666648567,1.0706965566664857
44,hanamaki baozi,92,steak,-0.07121948838024528,1.0712194883802453
30,egg,31,egg tart,-0.0713587598466301,1.07135875984663
77,rape,95,tofu,-0.07160685111079634,1.0716068511107963
1,apple,64,pasta,-0.07199041666121131,1.0719904166612113
16,cashew,99,white button mushroom,-0.07276704571178727,1.0727670457117873
21,chicken duck,64,pasta,-0.07313713450110382,1.0731371345011038
80,rice,100,white radish,-0.07329438153070722,1.0732943815307072
20,cherry,76,pumpkin,-0.07399013557531875,1.0739901355753187
55,milk,101,wine,-0.07418744475635752,1.0741874447563575
22,chocolate,96,tomato,-0.07583824833996755,1.0758382483399676
13,cake,30,egg,-0.07588215252920483,1.0758821525292048
39,garlic,101,wine,-0.07620657539045084,1.0762065753904508
25,corn,48,king oyster mushroom,-0.07629817376256609,1.076298173762566
64,pasta,76,pumpkin,-0.07744132685226512,1.0774413268522651
4,avocado,30,egg,-0.07756627178558562,1.0775662717855856
0,almond,56,milkshake,-0.07765943669460618,1.0776594366946062
36,french beans,85,shellfish,-0.0779171550622566,1.0779171550622566
46,juice,92,steak,-0.07816770805914497,1.078167708059145
62,other ingredients,76,pumpkin,-0.07831433500660046,1.0783143350066005
17,cauliflower,95,tofu,-0.07886207478257745,1.0788620747825775
43,hamburg,80,rice,-0.07916252463661833,1.0791625246366183
26,crab,92,steak,-0.07958080076193674,1.0795808007619367
67,pear,68,pepper,-0.08017322268637095,1.080173222686371
43,hamburg,54,melon,-0.08021472388106288,1.0802147238810629
42,green beans,61,orange,-0.08085940888100929,1.0808594088810093
41,grape,48,king oyster mushroom,-0.0812480681861043,1.0812480681861043
6,banana,63,oyster mushroom,-0.08125739665181353,1.0812573966518135
17,cauliflower,81,salad,-0.08144592220135016,1.0814459222013502
53,mango,73,pork,-0.08159656836575158,1.0815965683657516
15,carrot,30,egg,-0.08170712890686338,1.0817071289068634
26,crab,38,fried meat,-0.08178872949362881,1.0817887294936288
14,candy,54,melon,-0.08191371879764642,1.0819137187976464
38,fried meat,85,shellfish,-0.08199797394359742,1.0819979739435974
76,pumpkin,82,sauce,-0.08200137602196422,1.0820013760219642
52,lettuce,64,pasta,-0.08201588949319993,1.0820158894932
51,lemon,82,sauce,-0.08221189448188193,1.082211894481882
1,apple,12,cabbage,-0.08235995924883643,1.0823599592488364
16,cashew,56,milkshake,-0.08237044657663306,1.082370446576633
3,asparagus,66,peanut,-0.0824716607533087,1.0824716607533087
20,cherry,56,milkshake,-0.08265901904683592,1.082659019046836
55,milk,65,peach,-0.08345915265072579,1.0834591526507258
1,apple,11,broccoli,-0.08391079181309302,1.083910791813093
46,juice,93,strawberry,-0.08405311224147294,1.084053112241473
52,lettuce,74,potato,-0.08419861793309336,1.0841986179330934
0,almond,18,celery stick,-0.08429115876510895,1.084291158765109
27,cucumber,87,shrimp,-0.08437825157192691,1.084378251571927
13,cake,87,shrimp,-0.08439348324985874,1.0843934832498587
14,candy,86,shiitake,-0.08459489357935412,1.0845948935793541
65,peach,78,raspberry,-0.08543586168832928,1.0854358616883293
21,chicken duck,32,eggplant,-0.08561017660567205,1.085610176605672
74,potato,88,snow peas,-0.08581518628812312,1.0858151862881231
70,pineapple,94,tea,-0.08627381711870363,1.0862738171187036
49,kiwi,59,olives,-0.08649896840827265,1.0864989684082726
48,king oyster mushroom,61,orange,-0.08666449486231298,1.086664494862313
12,cabbage,71,pizza,-0.08669169900204277,1.0866916990020428
25,corn,38,fried meat,-0.08690860675198042,1.0869086067519804
30,egg,34,fig,-0.08700270896068418,1.0870027089606842
12,cabbage,79,red beans,-0.08783388596160502,1.087833885961605
16,cashew,32,eggplant,-0.08844138761838116,1.0884413876183812
34,fig,65,peach,-0.08848236483560368,1.0884823648356037
88,snow peas,102,wonton dumplings,-0.08875011288941392,1.088750112889414
56,milkshake,100,white radish,-0.08891326697267043,1.0889132669726704
29,dried cranberries,76,pumpkin,-0.08896618540090762,1.0889661854009076
86,shiitake,90,soy,-0.08993961223154834,1.0899396122315483
22,chocolate,63,oyster mushroom,-0.09027732172940928,1.0902773217294093
59,olives,97,walnut,-0.0904389498866407,1.0904389498866407
31,egg tart,92,steak,-0.09045927866140557,1.0904592786614056
1,apple,69,pie,-0.0906939870315282,1.0906939870315282
44,hanamaki baozi,70,pineapple,-0.09128099564296854,1.0912809956429685
83,sausage,99,white button mushroom,-0.09137012461863536,1.0913701246186354
56,milkshake,95,tofu,-0.09179183385329814,1.0917918338532981
25,corn,29,dried cranberries,-0.09320942064783466,1.0932094206478347
16,cashew,48,king oyster mushroom,-0.09329100556612269,1.0932910055661227
44,hanamaki baozi,100,white radish,-0.0936616271369799,1.09366162713698
13,cake,45,ice cream,-0.09435407255499273,1.0943540725549927
21,chicken duck,91,spring onion,-0.09457419350059748,1.0945741935005975
21,chicken duck,57,noodles,-0.09474340351569799,1.094743403515698
17,cauliflower,43,hamburg,-0.09489051263115345,1.0948905126311534
36,french beans,66,peanut,-0.09497481440415756,1.0949748144041576
57,noodles,94,tea,-0.09609129933987526,1.0960912993398753
57,noodles,88,snow peas,-0.09613623280369721,1.0961362328036972
21,chicken duck,46,juice,-0.09660359866430679,1.0966035986643068
34,fig,73,pork,-0.0966471120009551,1.096647112000955
63,oyster mushroom,97,walnut,-0.09680511322237684,1.0968051132223768
64,pasta,88,snow peas,-0.0971509156564414,1.0971509156564414
29,dried cranberries,56,milkshake,-0.09720108306779496,1.097201083067795
70,pineapple,76,pumpkin,-0.09758644428781937,1.0975864442878194
51,lemon,94,tea,-0.09790230097495844,1.0979023009749584
52,lettuce,99,white button mushroom,-0.09797472601166102,1.097974726011661
14,candy,22,chocolate,-0.09817980099090318,1.0981798009909032
56,milkshake,96,tomato,-0.09819107084391354,1.0981910708439135
44,hanamaki baozi,73,pork,-0.09863872808689589,1.0986387280868959
68,pepper,82,sauce,-0.09866272621761474,1.0986627262176147
68,pepper,81,salad,-0.09873368279444272,1.0987336827944427
63,oyster mushroom,86,shiitake,-0.09895334892337027,1.0989533489233703
1,apple,19,cheese butter,-0.09910008561371941,1.0991000856137194
51,lemon,63,oyster mushroom,-0.09923530619904541,1.0992353061990454
31,egg tart,93,strawberry,-0.09958403611137423,1.0995840361113742
36,french beans,44,hanamaki baozi,-0.09963169712400011,1.099631697124
61,orange,67,pear,-0.09981097942822359,1.0998109794282236
2,apricot,68,pepper,-0.09989606002258866,1.0998960600225887
12,cabbage,43,hamburg,-0.10022178340386456,1.1002217834038646
59,olives,65,peach,-0.10035987046221484,1.1003598704622148
14,candy,18,celery stick,-0.10067031489222988,1.1006703148922299
2,apricot,23,cilantro mint,-0.1013485468875106,1.1013485468875106
8,biscuit,21,chicken duck,-0.10143703575719831,1.1014370357571983
8,biscuit,12,cabbage,-0.10307232170658742,1.1030723217065874
3,asparagus,4,avocado,-0.10337446248725746,1.1033744624872575
70,pineapple,97,walnut,-0.10351031838068647,1.1035103183806865
41,grape,81,salad,-0.10352659920620777,1.1035265992062078
0,almond,101,wine,-0.10374048465850483,1.1037404846585048
56,milkshake,88,snow peas,-0.10451263616027817,1.1045126361602782
44,hanamaki baozi,102,wonton dumplings,-0.10471652592786196,1.104716525927862
67,pear,74,potato,-0.10485757399820805,1.104857573998208
7,bean sprouts,74,potato,-0.1065791613746645,1.1065791613746645
8,biscuit,50,lamb,-0.10769269878738896,1.107692698787389
7,bean sprouts,42,green beans,-0.10871862068615923,1.1087186206861592
67,pear,93,strawberry,-0.10872081341298157,1.1087208134129816
21,chicken duck,41,grape,-0.10879720017964578,1.1087972001796458
16,cashew,75,pudding,-0.10907013934871324,1.1090701393487132
11,broccoli,100,white radish,-0.10918183562532091,1.109181835625321
55,milk,67,pear,-0.1092907852783791,1.109290785278379
20,cherry,66,peanut,-0.10957719096461238,1.1095771909646124
66,peanut,92,steak,-0.10983063388310677,1.1098306338831068
